id,Filename,Resolución,Etiqueta
45,n02110627_13499.jpg,"(224, 224)",Affenpinscher
46,n02110627_13553.jpg,"(224, 224)",Affenpinscher
47,n02110627_13567.jpg,"(224, 224)",Affenpinscher
48,n02110627_13654.jpg,"(224, 224)",Affenpinscher
49,n02110627_13662.jpg,"(224, 224)",Affenpinscher
50,n02110627_13665.jpg,"(224, 224)",Affenpinscher
51,n02110627_13710.jpg,"(224, 224)",Affenpinscher
52,n02110627_13782.jpg,"(224, 224)",Affenpinscher
53,n02110627_1387.jpg,"(224, 224)",Affenpinscher
54,n02110627_1559.jpg,"(224, 224)",Affenpinscher
55,n02110627_1581.jpg,"(224, 224)",Affenpinscher
56,n02110627_1966.jpg,"(224, 224)",Affenpinscher
57,n02110627_2327.jpg,"(224, 224)",Affenpinscher
58,n02110627_233.jpg,"(224, 224)",Affenpinscher
59,n02110627_2383.jpg,"(224, 224)",Affenpinscher
60,n02110627_2416.jpg,"(224, 224)",Affenpinscher
61,n02110627_2748.jpg,"(224, 224)",Affenpinscher
62,n02110627_2997.jpg,"(224, 224)",Affenpinscher
63,n02110627_3001.jpg,"(224, 224)",Affenpinscher
64,n02110627_3026.jpg,"(224, 224)",Affenpinscher
65,n02110627_3032.jpg,"(224, 224)",Affenpinscher
66,n02110627_3246.jpg,"(224, 224)",Affenpinscher
67,n02110627_3286.jpg,"(224, 224)",Affenpinscher
68,n02110627_3730.jpg,"(224, 224)",Affenpinscher
69,n02110627_3841.jpg,"(224, 224)",Affenpinscher
70,n02110627_3972.jpg,"(224, 224)",Affenpinscher
71,n02110627_4086.jpg,"(224, 224)",Affenpinscher
72,n02110627_4130.jpg,"(224, 224)",Affenpinscher
73,n02110627_4433.jpg,"(224, 224)",Affenpinscher
74,n02110627_4607.jpg,"(224, 224)",Affenpinscher
75,n02110627_475.jpg,"(224, 224)",Affenpinscher
76,n02110627_5186.jpg,"(224, 224)",Affenpinscher
77,n02110627_5361.jpg,"(224, 224)",Affenpinscher
78,n02110627_5522.jpg,"(224, 224)",Affenpinscher
79,n02110627_5743.jpg,"(224, 224)",Affenpinscher
80,n02110627_6069.jpg,"(224, 224)",Affenpinscher
81,n02110627_641.jpg,"(224, 224)",Affenpinscher
82,n02110627_6414.jpg,"(224, 224)",Affenpinscher
83,n02110627_6670.jpg,"(224, 224)",Affenpinscher
84,n02110627_6842.jpg,"(224, 224)",Affenpinscher
85,n02110627_6965.jpg,"(224, 224)",Affenpinscher
86,n02110627_6991.jpg,"(224, 224)",Affenpinscher
87,n02110627_7065.jpg,"(224, 224)",Affenpinscher
88,n02110627_735.jpg,"(224, 224)",Affenpinscher
89,n02110627_7680.jpg,"(224, 224)",Affenpinscher
90,n02110627_7694.jpg,"(224, 224)",Affenpinscher
91,n02110627_7770.jpg,"(224, 224)",Affenpinscher
92,n02110627_8071.jpg,"(224, 224)",Affenpinscher
93,n02110627_8154.jpg,"(224, 224)",Affenpinscher
94,n02110627_8250.jpg,"(224, 224)",Affenpinscher
95,n02110627_8519.jpg,"(224, 224)",Affenpinscher
96,n02110627_8714.jpg,"(224, 224)",Affenpinscher
97,n02110627_8856.jpg,"(224, 224)",Affenpinscher
98,n02110627_946.jpg,"(224, 224)",Affenpinscher
99,n02110627_9822.jpg,"(224, 224)",Affenpinscher
100,n02088094_10715.jpg,"(224, 224)",Afghan Hound
101,n02088094_10982.jpg,"(224, 224)",Afghan Hound
102,n02088094_11006.jpg,"(224, 224)",Afghan Hound
103,n02088094_11172.jpg,"(224, 224)",Afghan Hound
104,n02088094_11432.jpg,"(224, 224)",Afghan Hound
105,n02088094_1145.jpg,"(224, 224)",Afghan Hound
106,n02088094_11584.jpg,"(224, 224)",Afghan Hound
107,n02088094_1167.jpg,"(224, 224)",Afghan Hound
108,n02088094_1234.jpg,"(224, 224)",Afghan Hound
109,n02088094_1254.jpg,"(224, 224)",Afghan Hound
110,n02088094_1259.jpg,"(224, 224)",Afghan Hound
111,n02088094_1270.jpg,"(224, 224)",Afghan Hound
112,n02088094_12945.jpg,"(224, 224)",Afghan Hound
113,n02088094_1301.jpg,"(224, 224)",Afghan Hound
114,n02088094_13011.jpg,"(224, 224)",Afghan Hound
115,n02088094_1335.jpg,"(224, 224)",Afghan Hound
116,n02088094_13442.jpg,"(224, 224)",Afghan Hound
117,n02088094_13742.jpg,"(224, 224)",Afghan Hound
118,n02088094_13879.jpg,"(224, 224)",Afghan Hound
119,n02088094_1406.jpg,"(224, 224)",Afghan Hound
120,n02088094_1430.jpg,"(224, 224)",Afghan Hound
121,n02088094_1534.jpg,"(224, 224)",Afghan Hound
122,n02088094_1618.jpg,"(224, 224)",Afghan Hound
123,n02088094_1724.jpg,"(224, 224)",Afghan Hound
124,n02088094_173.jpg,"(224, 224)",Afghan Hound
125,n02088094_1823.jpg,"(224, 224)",Afghan Hound
126,n02088094_185.jpg,"(224, 224)",Afghan Hound
127,n02088094_1907.jpg,"(224, 224)",Afghan Hound
128,n02088094_1932.jpg,"(224, 224)",Afghan Hound
129,n02088094_227.jpg,"(224, 224)",Afghan Hound
130,n02088094_2292.jpg,"(224, 224)",Afghan Hound
131,n02088094_251.jpg,"(224, 224)",Afghan Hound
132,n02088094_2522.jpg,"(224, 224)",Afghan Hound
133,n02088094_2559.jpg,"(224, 224)",Afghan Hound
134,n02088094_266.jpg,"(224, 224)",Afghan Hound
135,n02088094_2803.jpg,"(224, 224)",Afghan Hound
136,n02088094_294.jpg,"(224, 224)",Afghan Hound
137,n02088094_305.jpg,"(224, 224)",Afghan Hound
138,n02088094_3201.jpg,"(224, 224)",Afghan Hound
139,n02088094_3233.jpg,"(224, 224)",Afghan Hound
140,n02088094_3252.jpg,"(224, 224)",Afghan Hound
141,n02088094_3500.jpg,"(224, 224)",Afghan Hound
142,n02088094_357.jpg,"(224, 224)",Afghan Hound
143,n02088094_3588.jpg,"(224, 224)",Afghan Hound
144,n02088094_3596.jpg,"(224, 224)",Afghan Hound
145,n02088094_3613.jpg,"(224, 224)",Afghan Hound
146,n02088094_3629.jpg,"(224, 224)",Afghan Hound
147,n02088094_3630.jpg,"(224, 224)",Afghan Hound
148,n02088094_3641.jpg,"(224, 224)",Afghan Hound
149,n02088094_3653.jpg,"(224, 224)",Afghan Hound
150,n02088094_3749.jpg,"(224, 224)",Afghan Hound
151,n02088094_3850.jpg,"(224, 224)",Afghan Hound
152,n02088094_3856.jpg,"(224, 224)",Afghan Hound
153,n02088094_392.jpg,"(224, 224)",Afghan Hound
154,n02088094_3944.jpg,"(224, 224)",Afghan Hound
155,n02088094_4049.jpg,"(224, 224)",Afghan Hound
156,n02088094_4072.jpg,"(224, 224)",Afghan Hound
157,n02088094_4219.jpg,"(224, 224)",Afghan Hound
158,n02088094_4314.jpg,"(224, 224)",Afghan Hound
159,n02088094_4352.jpg,"(224, 224)",Afghan Hound
160,n02088094_4396.jpg,"(224, 224)",Afghan Hound
161,n02088094_4406.jpg,"(224, 224)",Afghan Hound
162,n02088094_4426.jpg,"(224, 224)",Afghan Hound
163,n02088094_4464.jpg,"(224, 224)",Afghan Hound
164,n02088094_4467.jpg,"(224, 224)",Afghan Hound
165,n02088094_4497.jpg,"(224, 224)",Afghan Hound
166,n02088094_4511.jpg,"(224, 224)",Afghan Hound
167,n02088094_4517.jpg,"(224, 224)",Afghan Hound
168,n02088094_4583.jpg,"(224, 224)",Afghan Hound
169,n02088094_4598.jpg,"(224, 224)",Afghan Hound
170,n02088094_4635.jpg,"(224, 224)",Afghan Hound
171,n02088094_4678.jpg,"(224, 224)",Afghan Hound
172,n02088094_472.jpg,"(224, 224)",Afghan Hound
173,n02088094_4759.jpg,"(224, 224)",Afghan Hound
174,n02088094_482.jpg,"(224, 224)",Afghan Hound
175,n02088094_5150.jpg,"(224, 224)",Afghan Hound
176,n02088094_522.jpg,"(224, 224)",Afghan Hound
177,n02088094_5285.jpg,"(224, 224)",Afghan Hound
178,n02088094_537.jpg,"(224, 224)",Afghan Hound
179,n02088094_5436.jpg,"(224, 224)",Afghan Hound
180,n02088094_5504.jpg,"(224, 224)",Afghan Hound
181,n02088094_5517.jpg,"(224, 224)",Afghan Hound
182,n02088094_5812.jpg,"(224, 224)",Afghan Hound
183,n02088094_60.jpg,"(224, 224)",Afghan Hound
184,n02088094_6035.jpg,"(224, 224)",Afghan Hound
185,n02088094_6241.jpg,"(224, 224)",Afghan Hound
186,n02088094_6430.jpg,"(224, 224)",Afghan Hound
187,n02088094_6485.jpg,"(224, 224)",Afghan Hound
188,n02088094_6690.jpg,"(224, 224)",Afghan Hound
189,n02088094_688.jpg,"(224, 224)",Afghan Hound
190,n02088094_7131.jpg,"(224, 224)",Afghan Hound
191,n02088094_7260.jpg,"(224, 224)",Afghan Hound
192,n02088094_7683.jpg,"(224, 224)",Afghan Hound
193,n02088094_7894.jpg,"(224, 224)",Afghan Hound
194,n02088094_8362.jpg,"(224, 224)",Afghan Hound
195,n02088094_8631.jpg,"(224, 224)",Afghan Hound
196,n02088094_8682.jpg,"(224, 224)",Afghan Hound
197,n02088094_875.jpg,"(224, 224)",Afghan Hound
198,n02088094_908.jpg,"(224, 224)",Afghan Hound
199,n02088094_9523.jpg,"(224, 224)",Afghan Hound
200,n02116738_10081.jpg,"(224, 224)",African Hunting Dog
201,n02116738_10169.jpg,"(224, 224)",African Hunting Dog
202,n02116738_10469.jpg,"(224, 224)",African Hunting Dog
203,n02116738_10476.jpg,"(224, 224)",African Hunting Dog
204,n02116738_10493.jpg,"(224, 224)",African Hunting Dog
205,n02116738_10575.jpg,"(224, 224)",African Hunting Dog
206,n02116738_10614.jpg,"(224, 224)",African Hunting Dog
207,n02116738_10640.jpg,"(224, 224)",African Hunting Dog
208,n02116738_1097.jpg,"(224, 224)",African Hunting Dog
209,n02116738_1180.jpg,"(224, 224)",African Hunting Dog
210,n02116738_1398.jpg,"(224, 224)",African Hunting Dog
211,n02116738_1815.jpg,"(224, 224)",African Hunting Dog
212,n02116738_1927.jpg,"(224, 224)",African Hunting Dog
213,n02116738_2005.jpg,"(224, 224)",African Hunting Dog
214,n02116738_204.jpg,"(224, 224)",African Hunting Dog
215,n02116738_219.jpg,"(224, 224)",African Hunting Dog
216,n02116738_2192.jpg,"(224, 224)",African Hunting Dog
217,n02116738_2327.jpg,"(224, 224)",African Hunting Dog
218,n02116738_2329.jpg,"(224, 224)",African Hunting Dog
219,n02116738_233.jpg,"(224, 224)",African Hunting Dog
220,n02116738_2344.jpg,"(224, 224)",African Hunting Dog
221,n02116738_2435.jpg,"(224, 224)",African Hunting Dog
222,n02116738_246.jpg,"(224, 224)",African Hunting Dog
223,n02116738_2503.jpg,"(224, 224)",African Hunting Dog
224,n02116738_2600.jpg,"(224, 224)",African Hunting Dog
225,n02116738_2614.jpg,"(224, 224)",African Hunting Dog
226,n02116738_2675.jpg,"(224, 224)",African Hunting Dog
227,n02116738_2757.jpg,"(224, 224)",African Hunting Dog
228,n02116738_2802.jpg,"(224, 224)",African Hunting Dog
229,n02116738_288.jpg,"(224, 224)",African Hunting Dog
230,n02116738_328.jpg,"(224, 224)",African Hunting Dog
231,n02116738_3365.jpg,"(224, 224)",African Hunting Dog
232,n02116738_3819.jpg,"(224, 224)",African Hunting Dog
233,n02116738_4019.jpg,"(224, 224)",African Hunting Dog
234,n02116738_4102.jpg,"(224, 224)",African Hunting Dog
235,n02116738_4115.jpg,"(224, 224)",African Hunting Dog
236,n02116738_431.jpg,"(224, 224)",African Hunting Dog
237,n02116738_4323.jpg,"(224, 224)",African Hunting Dog
238,n02116738_4367.jpg,"(224, 224)",African Hunting Dog
239,n02116738_4382.jpg,"(224, 224)",African Hunting Dog
240,n02116738_4461.jpg,"(224, 224)",African Hunting Dog
241,n02116738_4732.jpg,"(224, 224)",African Hunting Dog
242,n02116738_4742.jpg,"(224, 224)",African Hunting Dog
243,n02116738_4758.jpg,"(224, 224)",African Hunting Dog
244,n02116738_4796.jpg,"(224, 224)",African Hunting Dog
245,n02116738_5068.jpg,"(224, 224)",African Hunting Dog
246,n02116738_5312.jpg,"(224, 224)",African Hunting Dog
247,n02116738_5635.jpg,"(224, 224)",African Hunting Dog
248,n02116738_5661.jpg,"(224, 224)",African Hunting Dog
249,n02116738_5697.jpg,"(224, 224)",African Hunting Dog
250,n02116738_5932.jpg,"(224, 224)",African Hunting Dog
251,n02116738_5936.jpg,"(224, 224)",African Hunting Dog
252,n02116738_5953.jpg,"(224, 224)",African Hunting Dog
253,n02116738_5956.jpg,"(224, 224)",African Hunting Dog
254,n02116738_6038.jpg,"(224, 224)",African Hunting Dog
255,n02116738_6044.jpg,"(224, 224)",African Hunting Dog
256,n02116738_6076.jpg,"(224, 224)",African Hunting Dog
257,n02116738_6117.jpg,"(224, 224)",African Hunting Dog
258,n02116738_6283.jpg,"(224, 224)",African Hunting Dog
259,n02116738_634.jpg,"(224, 224)",African Hunting Dog
260,n02116738_6563.jpg,"(224, 224)",African Hunting Dog
261,n02116738_6746.jpg,"(224, 224)",African Hunting Dog
262,n02116738_6748.jpg,"(224, 224)",African Hunting Dog
263,n02116738_6754.jpg,"(224, 224)",African Hunting Dog
264,n02116738_678.jpg,"(224, 224)",African Hunting Dog
265,n02116738_6790.jpg,"(224, 224)",African Hunting Dog
266,n02116738_6813.jpg,"(224, 224)",African Hunting Dog
267,n02116738_684.jpg,"(224, 224)",African Hunting Dog
268,n02116738_7008.jpg,"(224, 224)",African Hunting Dog
269,n02116738_7026.jpg,"(224, 224)",African Hunting Dog
270,n02116738_7105.jpg,"(224, 224)",African Hunting Dog
271,n02116738_7122.jpg,"(224, 224)",African Hunting Dog
272,n02116738_7170.jpg,"(224, 224)",African Hunting Dog
273,n02116738_7340.jpg,"(224, 224)",African Hunting Dog
274,n02116738_7578.jpg,"(224, 224)",African Hunting Dog
275,n02116738_7601.jpg,"(224, 224)",African Hunting Dog
276,n02116738_7657.jpg,"(224, 224)",African Hunting Dog
277,n02116738_7988.jpg,"(224, 224)",African Hunting Dog
278,n02116738_8037.jpg,"(224, 224)",African Hunting Dog
279,n02116738_8341.jpg,"(224, 224)",African Hunting Dog
280,n02116738_8403.jpg,"(224, 224)",African Hunting Dog
281,n02116738_8489.jpg,"(224, 224)",African Hunting Dog
282,n02116738_849.jpg,"(224, 224)",African Hunting Dog
283,n02116738_8512.jpg,"(224, 224)",African Hunting Dog
284,n02116738_8653.jpg,"(224, 224)",African Hunting Dog
285,n02116738_8662.jpg,"(224, 224)",African Hunting Dog
286,n02116738_8669.jpg,"(224, 224)",African Hunting Dog
287,n02116738_8734.jpg,"(224, 224)",African Hunting Dog
288,n02116738_8738.jpg,"(224, 224)",African Hunting Dog
289,n02116738_9232.jpg,"(224, 224)",African Hunting Dog
290,n02116738_9282.jpg,"(224, 224)",African Hunting Dog
291,n02116738_9333.jpg,"(224, 224)",African Hunting Dog
292,n02116738_9603.jpg,"(224, 224)",African Hunting Dog
293,n02116738_9762.jpg,"(224, 224)",African Hunting Dog
294,n02116738_9769.jpg,"(224, 224)",African Hunting Dog
295,n02116738_9798.jpg,"(224, 224)",African Hunting Dog
296,n02116738_9818.jpg,"(224, 224)",African Hunting Dog
297,n02116738_9829.jpg,"(224, 224)",African Hunting Dog
298,n02116738_9844.jpg,"(224, 224)",African Hunting Dog
299,n02116738_9924.jpg,"(224, 224)",African Hunting Dog
300,n02096051_1017.jpg,"(224, 224)",Airedale
301,n02096051_1111.jpg,"(224, 224)",Airedale
302,n02096051_1121.jpg,"(224, 224)",Airedale
303,n02096051_1134.jpg,"(224, 224)",Airedale
304,n02096051_129.jpg,"(224, 224)",Airedale
305,n02096051_138.jpg,"(224, 224)",Airedale
306,n02096051_1469.jpg,"(224, 224)",Airedale
307,n02096051_1483.jpg,"(224, 224)",Airedale
308,n02096051_161.jpg,"(224, 224)",Airedale
309,n02096051_1669.jpg,"(224, 224)",Airedale
310,n02096051_1723.jpg,"(224, 224)",Airedale
311,n02096051_1761.jpg,"(224, 224)",Airedale
312,n02096051_183.jpg,"(224, 224)",Airedale
313,n02096051_1912.jpg,"(224, 224)",Airedale
314,n02096051_2170.jpg,"(224, 224)",Airedale
315,n02096051_225.jpg,"(224, 224)",Airedale
316,n02096051_2314.jpg,"(224, 224)",Airedale
317,n02096051_2333.jpg,"(224, 224)",Airedale
318,n02096051_2353.jpg,"(224, 224)",Airedale
319,n02096051_2432.jpg,"(224, 224)",Airedale
320,n02096051_249.jpg,"(224, 224)",Airedale
321,n02096051_2517.jpg,"(224, 224)",Airedale
322,n02096051_2717.jpg,"(224, 224)",Airedale
323,n02096051_2774.jpg,"(224, 224)",Airedale
324,n02096051_2890.jpg,"(224, 224)",Airedale
325,n02096051_2939.jpg,"(224, 224)",Airedale
326,n02096051_3030.jpg,"(224, 224)",Airedale
327,n02096051_3045.jpg,"(224, 224)",Airedale
328,n02096051_3069.jpg,"(224, 224)",Airedale
329,n02096051_3088.jpg,"(224, 224)",Airedale
330,n02096051_3194.jpg,"(224, 224)",Airedale
331,n02096051_3253.jpg,"(224, 224)",Airedale
332,n02096051_3317.jpg,"(224, 224)",Airedale
333,n02096051_3338.jpg,"(224, 224)",Airedale
334,n02096051_3443.jpg,"(224, 224)",Airedale
335,n02096051_3472.jpg,"(224, 224)",Airedale
336,n02096051_3619.jpg,"(224, 224)",Airedale
337,n02096051_3660.jpg,"(224, 224)",Airedale
338,n02096051_3796.jpg,"(224, 224)",Airedale
339,n02096051_3823.jpg,"(224, 224)",Airedale
340,n02096051_3879.jpg,"(224, 224)",Airedale
341,n02096051_3981.jpg,"(224, 224)",Airedale
342,n02096051_4153.jpg,"(224, 224)",Airedale
343,n02096051_4196.jpg,"(224, 224)",Airedale
344,n02096051_441.jpg,"(224, 224)",Airedale
345,n02096051_4514.jpg,"(224, 224)",Airedale
346,n02096051_4516.jpg,"(224, 224)",Airedale
347,n02096051_4531.jpg,"(224, 224)",Airedale
348,n02096051_4660.jpg,"(224, 224)",Airedale
349,n02096051_4860.jpg,"(224, 224)",Airedale
350,n02096051_4991.jpg,"(224, 224)",Airedale
351,n02096051_5048.jpg,"(224, 224)",Airedale
352,n02096051_5060.jpg,"(224, 224)",Airedale
353,n02096051_5064.jpg,"(224, 224)",Airedale
354,n02096051_5234.jpg,"(224, 224)",Airedale
355,n02096051_5267.jpg,"(224, 224)",Airedale
356,n02096051_5432.jpg,"(224, 224)",Airedale
357,n02096051_5467.jpg,"(224, 224)",Airedale
358,n02096051_584.jpg,"(224, 224)",Airedale
359,n02096051_5867.jpg,"(224, 224)",Airedale
360,n02096051_5884.jpg,"(224, 224)",Airedale
361,n02096051_5952.jpg,"(224, 224)",Airedale
362,n02096051_6300.jpg,"(224, 224)",Airedale
363,n02096051_6315.jpg,"(224, 224)",Airedale
364,n02096051_6410.jpg,"(224, 224)",Airedale
365,n02096051_6473.jpg,"(224, 224)",Airedale
366,n02096051_6657.jpg,"(224, 224)",Airedale
367,n02096051_668.jpg,"(224, 224)",Airedale
368,n02096051_6693.jpg,"(224, 224)",Airedale
369,n02096051_6733.jpg,"(224, 224)",Airedale
370,n02096051_6747.jpg,"(224, 224)",Airedale
371,n02096051_6755.jpg,"(224, 224)",Airedale
372,n02096051_6812.jpg,"(224, 224)",Airedale
373,n02096051_6873.jpg,"(224, 224)",Airedale
374,n02096051_6895.jpg,"(224, 224)",Airedale
375,n02096051_6972.jpg,"(224, 224)",Airedale
376,n02096051_7.jpg,"(224, 224)",Airedale
377,n02096051_7077.jpg,"(224, 224)",Airedale
378,n02096051_7118.jpg,"(224, 224)",Airedale
379,n02096051_7140.jpg,"(224, 224)",Airedale
380,n02096051_738.jpg,"(224, 224)",Airedale
381,n02096051_7516.jpg,"(224, 224)",Airedale
382,n02096051_7762.jpg,"(224, 224)",Airedale
383,n02096051_7790.jpg,"(224, 224)",Airedale
384,n02096051_7847.jpg,"(224, 224)",Airedale
385,n02096051_8019.jpg,"(224, 224)",Airedale
386,n02096051_8096.jpg,"(224, 224)",Airedale
387,n02096051_8103.jpg,"(224, 224)",Airedale
388,n02096051_8270.jpg,"(224, 224)",Airedale
389,n02096051_8385.jpg,"(224, 224)",Airedale
390,n02096051_8790.jpg,"(224, 224)",Airedale
391,n02096051_8826.jpg,"(224, 224)",Airedale
392,n02096051_8892.jpg,"(224, 224)",Airedale
393,n02096051_8989.jpg,"(224, 224)",Airedale
394,n02096051_9135.jpg,"(224, 224)",Airedale
395,n02096051_9329.jpg,"(224, 224)",Airedale
396,n02096051_9359.jpg,"(224, 224)",Airedale
397,n02096051_9391.jpg,"(224, 224)",Airedale
398,n02096051_9427.jpg,"(224, 224)",Airedale
399,n02096051_982.jpg,"(224, 224)",Airedale
400,n02093428_10164.jpg,"(224, 224)",American Staffordshire Terrier
401,n02093428_10328.jpg,"(224, 224)",American Staffordshire Terrier
402,n02093428_10365.jpg,"(224, 224)",American Staffordshire Terrier
403,n02093428_10381.jpg,"(224, 224)",American Staffordshire Terrier
404,n02093428_10575.jpg,"(224, 224)",American Staffordshire Terrier
405,n02093428_1070.jpg,"(224, 224)",American Staffordshire Terrier
406,n02093428_10761.jpg,"(224, 224)",American Staffordshire Terrier
407,n02093428_10807.jpg,"(224, 224)",American Staffordshire Terrier
408,n02093428_10908.jpg,"(224, 224)",American Staffordshire Terrier
409,n02093428_111.jpg,"(224, 224)",American Staffordshire Terrier
410,n02093428_11151.jpg,"(224, 224)",American Staffordshire Terrier
411,n02093428_11160.jpg,"(224, 224)",American Staffordshire Terrier
412,n02093428_11598.jpg,"(224, 224)",American Staffordshire Terrier
413,n02093428_1162.jpg,"(224, 224)",American Staffordshire Terrier
414,n02093428_11793.jpg,"(224, 224)",American Staffordshire Terrier
415,n02093428_11926.jpg,"(224, 224)",American Staffordshire Terrier
416,n02093428_12462.jpg,"(224, 224)",American Staffordshire Terrier
417,n02093428_12590.jpg,"(224, 224)",American Staffordshire Terrier
418,n02093428_12624.jpg,"(224, 224)",American Staffordshire Terrier
419,n02093428_12791.jpg,"(224, 224)",American Staffordshire Terrier
420,n02093428_1291.jpg,"(224, 224)",American Staffordshire Terrier
421,n02093428_1345.jpg,"(224, 224)",American Staffordshire Terrier
422,n02093428_1351.jpg,"(224, 224)",American Staffordshire Terrier
423,n02093428_14252.jpg,"(224, 224)",American Staffordshire Terrier
424,n02093428_1439.jpg,"(224, 224)",American Staffordshire Terrier
425,n02093428_14550.jpg,"(224, 224)",American Staffordshire Terrier
426,n02093428_14612.jpg,"(224, 224)",American Staffordshire Terrier
427,n02093428_14706.jpg,"(224, 224)",American Staffordshire Terrier
428,n02093428_1482.jpg,"(224, 224)",American Staffordshire Terrier
429,n02093428_14990.jpg,"(224, 224)",American Staffordshire Terrier
430,n02093428_15072.jpg,"(224, 224)",American Staffordshire Terrier
431,n02093428_15280.jpg,"(224, 224)",American Staffordshire Terrier
432,n02093428_15747.jpg,"(224, 224)",American Staffordshire Terrier
433,n02093428_15784.jpg,"(224, 224)",American Staffordshire Terrier
434,n02093428_15872.jpg,"(224, 224)",American Staffordshire Terrier
435,n02093428_16245.jpg,"(224, 224)",American Staffordshire Terrier
436,n02093428_16386.jpg,"(224, 224)",American Staffordshire Terrier
437,n02093428_1641.jpg,"(224, 224)",American Staffordshire Terrier
438,n02093428_1668.jpg,"(224, 224)",American Staffordshire Terrier
439,n02093428_16682.jpg,"(224, 224)",American Staffordshire Terrier
440,n02093428_17332.jpg,"(224, 224)",American Staffordshire Terrier
441,n02093428_1746.jpg,"(224, 224)",American Staffordshire Terrier
442,n02093428_17557.jpg,"(224, 224)",American Staffordshire Terrier
443,n02093428_18881.jpg,"(224, 224)",American Staffordshire Terrier
444,n02093428_18916.jpg,"(224, 224)",American Staffordshire Terrier
445,n02093428_19443.jpg,"(224, 224)",American Staffordshire Terrier
446,n02093428_19652.jpg,"(224, 224)",American Staffordshire Terrier
447,n02093428_2049.jpg,"(224, 224)",American Staffordshire Terrier
448,n02093428_2199.jpg,"(224, 224)",American Staffordshire Terrier
449,n02093428_225.jpg,"(224, 224)",American Staffordshire Terrier
450,n02093428_2461.jpg,"(224, 224)",American Staffordshire Terrier
451,n02093428_2576.jpg,"(224, 224)",American Staffordshire Terrier
452,n02093428_2592.jpg,"(224, 224)",American Staffordshire Terrier
453,n02093428_2603.jpg,"(224, 224)",American Staffordshire Terrier
454,n02093428_2793.jpg,"(224, 224)",American Staffordshire Terrier
455,n02093428_3001.jpg,"(224, 224)",American Staffordshire Terrier
456,n02093428_3020.jpg,"(224, 224)",American Staffordshire Terrier
457,n02093428_3061.jpg,"(224, 224)",American Staffordshire Terrier
458,n02093428_3092.jpg,"(224, 224)",American Staffordshire Terrier
459,n02093428_3159.jpg,"(224, 224)",American Staffordshire Terrier
460,n02093428_3164.jpg,"(224, 224)",American Staffordshire Terrier
461,n02093428_3269.jpg,"(224, 224)",American Staffordshire Terrier
462,n02093428_3305.jpg,"(224, 224)",American Staffordshire Terrier
463,n02093428_3329.jpg,"(224, 224)",American Staffordshire Terrier
464,n02093428_3353.jpg,"(224, 224)",American Staffordshire Terrier
